soil_type,ph,nitrogen_n,phosphorus_p,potassium_k,ec,moisture,soil_temperature,ph_class,n_class,p_class,k_class,ec_class,moisture_class,overall_health
alluvial,8.08,215.1,57.8,99.9,2485,69.3,25.5,slightly_alkaline,very_high,medium,medium,very_high_salinity,moist,fair
laterite,4.75,127.9,122.9,138.6,2487,77.4,21.4,strongly_acidic,high,very_high,high,very_high_salinity,moist,fair
black_cotton,5.92,209.7,74.4,118.7,863,73.9,15.9,slightly_acidic,very_high,medium,high,high_salinity,moist,fair
red,7.25,253.9,9.1,37.8,1342,42.6,31.3,neutral,very_high,very_low,very_low,high_salinity,optimal,poor
black_cotton,8.85,173.8,122.3,196.7,1380,94.1,14.0,strongly_alkaline,high,very_high,very_high,high_salinity,waterlogged,fair
laterite,6.31,240.1,137.1,205.9,607,45.8,14.2,slightly_acidic,very_high,very_high,very_high,normal,optimal,fair
black_cotton,6.84,259.6,128.9,24.4,1283,70.5,25.0,neutral,very_high,very_high,very_low,high_salinity,moist,fair
red,8.22,158.2,81.3,165.6,1260,12.6,34.1,slightly_alkaline,high,high,very_high,high_salinity,very_dry,good
red,4.64,279.6,57.8,56.3,2274,70.4,35.8,strongly_acidic,very_high,medium,low,very_high_salinity,moist,poor
red,5.9,92.1,105.8,135.8,2410,34.6,12.3,slightly_acidic,medium,high,high,very_high_salinity,dry,good
black_cotton,5.17,68.8,46.3,83.0,959,60.0,24.7,strongly_acidic,low,low,medium,high_salinity,moist,poor
black_cotton,7.94,161.7,112.1,118.0,1845,68.2,39.2,slightly_alkaline,high,very_high,high,very_high_salinity,moist,good
alluvial,7.35,214.5,83.2,8.4,1290,21.2,38.1,neutral,very_high,high,very_low,high_salinity,dry,fair
laterite,6.67,278.0,114.8,77.2,309,54.1,10.2,neutral,very_high,very_high,medium,low,optimal,good
laterite,6.18,282.0,31.8,172.2,2413,28.3,33.8,slightly_acidic,very_high,low,very_high,very_high_salinity,dry,poor
alluvial,8.7,241.2,44.2,173.6,1831,35.5,19.6,strongly_alkaline,very_high,low,very_high,very_high_salinity,dry,poor
laterite,6.69,207.1,97.8,102.0,1841,13.4,33.5,neutral,very_high,high,medium,very_high_salinity,very_dry,good
red,6.98,6.4,95.6,215.5,1325,76.0,29.7,neutral,very_low,high,very_high,high_salinity,moist,fair
black_cotton,7.08,156.4,23.0,72.9,1948,17.7,20.2,neutral,high,very_low,medium,very_high_salinity,very_dry,fair
black_cotton,6.1,23.1,48.9,93.4,809,87.7,13.3,slightly_acidic,very_low,low,medium,high_salinity,waterlogged,poor
laterite,5.86,182.3,87.4,60.1,1773,75.9,10.2,slightly_acidic,very_high,high,low,very_high_salinity,moist,fair
sandy,6.67,56.6,47.0,216.3,2350,13.5,14.4,neutral,low,low,very_high,very_high_salinity,very_dry,poor
alluvial,5.51,181.9,97.0,147.5,299,12.2,17.2,slightly_acidic,very_high,high,high,low,very_dry,good
sandy,8.9,161.9,39.7,130.8,1319,16.5,29.8,strongly_alkaline,high,low,high,high_salinity,very_dry,fair
alluvial,5.09,42.0,56.3,184.9,574,17.7,31.9,strongly_acidic,low,medium,very_high,normal,very_dry,fair
black_cotton,6.09,275.9,38.2,114.3,649,11.7,26.9,slightly_acidic,very_high,low,high,normal,very_dry,good
black_cotton,5.7,230.0,17.8,87.0,412,77.9,25.0,slightly_acidic,very_high,very_low,medium,normal,moist,fair
black_cotton,6.88,129.8,126.1,95.5,1683,55.7,11.9,neutral,high,very_high,medium,very_high_salinity,optimal,good
sandy,6.89,182.6,94.5,204.5,987,24.3,27.6,neutral,very_high,high,very_high,high_salinity,dry,good
laterite,6.34,233.7,103.9,23.1,2062,52.7,23.6,slightly_acidic,very_high,high,very_low,very_high_salinity,optimal,poor
laterite,8.24,285.6,104.9,10.1,1541,43.7,26.1,slightly_alkaline,very_high,high,very_low,very_high_salinity,optimal,fair
red,5.67,36.0,94.0,151.6,777,85.7,38.7,slightly_acidic,very_low,high,high,normal,waterlogged,good
black_cotton,7.48,240.7,28.4,61.0,1451,83.4,14.0,neutral,very_high,very_low,low,high_salinity,waterlogged,poor
laterite,5.74,214.0,98.9,32.3,1096,40.0,13.5,slightly_acidic,very_high,high,very_low,high_salinity,optimal,fair
red,7.92,106.0,87.1,211.9,393,34.4,39.6,slightly_alkaline,medium,high,very_high,low,dry,good
laterite,7.51,224.3,83.2,78.6,550,85.5,16.1,slightly_alkaline,very_high,high,medium,normal,waterlogged,good
laterite,7.52,31.7,39.0,35.4,2447,41.6,29.3,slightly_alkaline,very_low,low,very_low,very_high_salinity,optimal,very_poor
laterite,8.41,207.6,45.1,205.9,1174,40.1,39.5,slightly_alkaline,very_high,low,very_high,high_salinity,optimal,fair
alluvial,8.98,110.6,31.0,16.2,266,11.4,23.0,strongly_alkaline,medium,low,very_low,low,very_dry,poor
black_cotton,5.35,104.2,104.3,103.6,1227,43.5,30.8,strongly_acidic,medium,high,medium,high_salinity,optimal,fair
sandy,8.46,115.2,76.1,133.0,674,57.4,38.0,slightly_alkaline,medium,medium,high,normal,optimal,excellent
alluvial,7.72,238.7,29.9,150.3,1199,64.0,40.1,slightly_alkaline,very_high,very_low,high,high_salinity,moist,fair
black_cotton,7.93,254.2,107.3,202.0,1160,28.2,35.5,slightly_alkaline,very_high,high,very_high,high_salinity,dry,fair
black_cotton,5.27,122.1,123.8,190.9,1382,86.4,20.7,strongly_acidic,high,very_high,very_high,high_salinity,waterlogged,fair
red,5.86,296.7,17.4,79.0,2129,16.7,40.0,slightly_acidic,very_high,very_low,medium,very_high_salinity,very_dry,poor
laterite,4.82,53.2,117.3,117.2,1049,19.6,14.0,strongly_acidic,low,very_high,high,high_salinity,very_dry,poor
black_cotton,5.35,175.9,139.3,204.6,1906,26.9,40.6,strongly_acidic,high,very_high,very_high,very_high_salinity,dry,poor
black_cotton,5.82,232.8,33.0,145.6,1087,85.3,15.4,slightly_acidic,very_high,low,high,high_salinity,waterlogged,fair
laterite,5.9,40.0,115.0,141.8,2387,50.0,38.2,slightly_acidic,low,very_high,high,very_high_salinity,optimal,fair
alluvial,7.52,274.2,6.1,186.7,865,64.6,30.1,slightly_alkaline,very_high,very_low,very_high,high_salinity,moist,poor
laterite,4.93,279.7,132.6,8.6,1141,40.3,11.0,strongly_acidic,very_high,very_high,very_low,high_salinity,optimal,poor
black_cotton,5.96,236.4,37.2,86.3,1791,26.1,24.7,slightly_acidic,very_high,low,medium,very_high_salinity,dry,poor
red,7.46,193.2,11.4,67.2,1515,88.6,21.9,neutral,very_high,very_low,low,very_high_salinity,waterlogged,poor
laterite,6.98,15.6,109.0,130.7,1130,94.2,31.2,neutral,very_low,high,high,high_salinity,waterlogged,good
black_cotton,6.25,286.2,72.9,13.7,339,18.0,37.5,slightly_acidic,very_high,medium,very_low,low,very_dry,fair
sandy,5.33,36.5,95.3,214.4,1950,68.0,41.5,strongly_acidic,very_low,high,very_high,very_high_salinity,moist,poor
alluvial,7.43,27.4,100.6,85.3,962,7.4,20.9,neutral,very_low,high,medium,high_salinity,very_dry,fair
alluvial,7.67,189.6,104.5,212.5,990,54.0,15.6,slightly_alkaline,very_high,high,very_high,high_salinity,optimal,fair
black_cotton,6.6,296.2,72.9,96.3,2374,27.4,14.3,neutral,very_high,medium,medium,very_high_salinity,dry,fair
black_cotton,8.76,154.0,116.7,110.0,2186,67.5,34.7,strongly_alkaline,high,very_high,high,very_high_salinity,moist,fair
sandy,6.79,50.8,57.5,178.3,2486,66.5,11.6,neutral,low,medium,very_high,very_high_salinity,moist,fair
laterite,5.86,101.8,83.3,11.5,2442,29.4,23.2,slightly_acidic,medium,high,very_low,very_high_salinity,dry,fair
laterite,5.0,46.9,116.2,31.3,1195,92.7,15.0,strongly_acidic,low,very_high,very_low,high_salinity,waterlogged,very_poor
black_cotton,5.43,14.7,73.7,206.9,833,9.6,40.6,strongly_acidic,very_low,medium,very_high,high_salinity,very_dry,poor
red,8.79,231.8,44.7,219.0,1298,24.9,15.7,strongly_alkaline,very_high,low,very_high,high_salinity,dry,poor
sandy,7.69,225.8,78.5,107.2,1131,55.6,35.3,slightly_alkaline,very_high,medium,medium,high_salinity,optimal,fair
black_cotton,6.94,116.6,70.7,94.0,1122,53.9,27.6,neutral,medium,medium,medium,high_salinity,optimal,good
black_cotton,7.14,222.4,85.4,169.7,754,79.2,15.5,neutral,very_high,high,very_high,normal,moist,good
sandy,6.26,170.3,28.7,100.5,2425,20.9,37.6,slightly_acidic,high,very_low,medium,very_high_salinity,dry,fair
sandy,8.56,238.8,68.6,57.9,1924,44.4,21.4,strongly_alkaline,very_high,medium,low,very_high_salinity,optimal,poor
laterite,6.12,70.4,85.8,131.9,1607,12.4,17.5,slightly_acidic,low,high,high,very_high_salinity,very_dry,fair
black_cotton,4.68,163.4,65.2,51.1,2298,21.6,22.2,strongly_acidic,high,medium,low,very_high_salinity,dry,poor
laterite,7.9,55.1,40.0,73.6,539,13.1,20.0,slightly_alkaline,low,low,medium,normal,very_dry,fair
red,5.91,228.6,55.8,36.4,2058,29.3,23.6,slightly_acidic,very_high,medium,very_low,very_high_salinity,dry,poor
red,6.18,27.1,32.8,102.6,649,65.2,17.7,slightly_acidic,very_low,low,medium,normal,moist,fair
alluvial,5.41,191.0,92.9,213.8,788,6.7,11.2,strongly_acidic,very_high,high,very_high,normal,very_dry,fair
sandy,8.81,135.9,86.8,154.3,581,28.0,39.9,strongly_alkaline,high,high,high,normal,dry,excellent
laterite,7.13,45.2,78.2,47.5,607,49.4,40.6,neutral,low,medium,low,normal,optimal,good
black_cotton,6.4,82.3,82.0,130.1,2134,67.9,12.0,slightly_acidic,medium,high,high,very_high_salinity,moist,good
laterite,4.72,38.0,65.4,120.6,784,52.2,36.4,strongly_acidic,very_low,medium,high,normal,optimal,fair
alluvial,8.51,51.4,20.5,60.1,1429,37.9,32.2,strongly_alkaline,low,very_low,low,high_salinity,dry,very_poor
red,6.1,55.9,100.8,208.8,1140,30.3,30.0,slightly_acidic,low,high,very_high,high_salinity,dry,fair
red,6.9,183.7,44.1,109.4,94,62.5,14.0,neutral,very_high,low,medium,very_low,moist,fair
red,8.42,262.4,97.9,47.9,1878,40.1,28.2,slightly_alkaline,very_high,high,low,very_high_salinity,optimal,fair
sandy,5.5,133.4,9.5,70.4,1189,61.9,22.3,slightly_acidic,high,very_low,medium,high_salinity,moist,fair
sandy,5.4,67.6,126.1,110.5,1384,54.4,27.2,strongly_acidic,low,very_high,high,high_salinity,optimal,poor
black_cotton,6.01,265.1,98.8,86.8,299,94.3,19.8,slightly_acidic,very_high,high,medium,low,waterlogged,good
sandy,6.57,227.1,98.7,89.0,1866,19.4,29.1,neutral,very_high,high,medium,very_high_salinity,very_dry,good
sandy,4.53,218.4,49.8,149.4,213,35.4,23.5,strongly_acidic,very_high,low,high,low,dry,fair
laterite,8.47,8.3,11.2,34.4,679,27.3,16.8,slightly_alkaline,very_low,very_low,very_low,normal,dry,poor
laterite,4.7,194.6,34.2,159.5,2111,24.3,36.6,strongly_acidic,very_high,low,high,very_high_salinity,dry,poor
red,6.91,215.8,50.4,47.1,546,26.1,22.0,neutral,very_high,low,low,normal,dry,fair
black_cotton,7.55,127.2,93.1,187.2,1424,40.4,26.0,slightly_alkaline,high,high,very_high,high_salinity,optimal,good
alluvial,7.41,36.8,104.1,144.1,633,62.6,32.1,neutral,very_low,high,high,normal,moist,good
alluvial,5.54,110.2,78.6,20.8,1010,38.2,20.0,slightly_acidic,medium,medium,very_low,high_salinity,dry,fair
red,6.69,78.6,16.4,218.7,438,26.3,39.4,neutral,low,very_low,very_high,normal,dry,fair
alluvial,5.15,256.8,23.8,68.8,2320,11.7,20.3,strongly_acidic,very_high,very_low,low,very_high_salinity,very_dry,very_poor
laterite,8.82,209.2,77.1,63.6,1559,88.0,15.2,strongly_alkaline,very_high,medium,low,very_high_salinity,waterlogged,poor
sandy,7.0,113.4,18.1,17.7,2202,78.0,34.5,neutral,medium,very_low,very_low,very_high_salinity,moist,poor
alluvial,8.95,205.6,139.9,181.9,2047,76.8,27.7,strongly_alkaline,very_high,very_high,very_high,very_high_salinity,moist,poor
black_cotton,8.15,259.6,99.7,183.8,1370,7.7,13.0,slightly_alkaline,very_high,high,very_high,high_salinity,very_dry,fair
sandy,6.81,292.1,40.3,179.5,81,44.5,13.3,neutral,very_high,low,very_high,very_low,optimal,fair
alluvial,8.99,37.1,60.7,99.6,2012,86.1,18.0,strongly_alkaline,very_low,medium,medium,very_high_salinity,waterlogged,poor
laterite,7.42,174.5,17.2,52.0,1312,77.1,11.0,neutral,high,very_low,low,high_salinity,moist,fair
black_cotton,7.93,248.2,95.4,218.0,1613,70.5,11.3,slightly_alkaline,very_high,high,very_high,very_high_salinity,moist,fair
alluvial,6.24,33.5,108.2,43.1,846,26.2,28.8,slightly_acidic,very_low,high,low,high_salinity,dry,poor
laterite,8.91,57.4,120.0,201.4,2162,50.5,41.3,strongly_alkaline,low,very_high,very_high,very_high_salinity,optimal,poor
sandy,4.96,221.7,24.5,134.7,873,78.0,19.7,strongly_acidic,very_high,very_low,high,high_salinity,moist,poor
black_cotton,7.8,177.9,60.2,52.0,515,24.0,18.7,slightly_alkaline,high,medium,low,normal,dry,good
red,5.24,8.3,33.6,180.9,1310,62.5,13.6,strongly_acidic,very_low,low,very_high,high_salinity,moist,very_poor
red,8.43,144.2,46.5,113.2,2192,81.1,39.1,slightly_alkaline,high,low,high,very_high_salinity,waterlogged,fair
red,7.72,92.4,44.6,84.6,965,80.4,25.0,slightly_alkaline,medium,low,medium,high_salinity,waterlogged,fair
alluvial,6.71,186.4,138.5,134.1,2217,93.5,29.9,neutral,very_high,very_high,high,very_high_salinity,waterlogged,fair
red,5.14,99.5,43.3,215.5,483,85.8,20.7,strongly_acidic,medium,low,very_high,normal,waterlogged,fair
black_cotton,8.77,147.1,33.9,23.6,1044,64.1,25.7,strongly_alkaline,high,low,very_low,high_salinity,moist,poor
red,6.36,205.1,99.5,204.7,1086,61.8,30.4,slightly_acidic,very_high,high,very_high,high_salinity,moist,fair
alluvial,6.73,157.7,39.6,93.1,252,42.3,21.9,neutral,high,low,medium,low,optimal,good
black_cotton,8.25,275.5,38.9,186.3,2275,42.3,14.8,slightly_alkaline,very_high,low,very_high,very_high_salinity,optimal,poor
sandy,6.4,299.1,105.4,198.9,1113,36.4,34.8,slightly_acidic,very_high,high,very_high,high_salinity,dry,fair
laterite,5.69,100.8,110.8,139.2,990,93.3,32.8,slightly_acidic,medium,very_high,high,high_salinity,waterlogged,fair
sandy,8.83,49.9,44.9,123.2,2279,12.3,32.3,strongly_alkaline,low,low,high,very_high_salinity,very_dry,poor
sandy,8.89,49.6,83.1,137.0,834,75.6,36.4,strongly_alkaline,low,high,high,high_salinity,moist,fair
laterite,8.56,99.3,70.4,161.6,2101,45.9,33.0,strongly_alkaline,medium,medium,very_high,very_high_salinity,optimal,fair
red,7.3,217.4,60.6,217.6,2189,7.6,26.2,neutral,very_high,medium,very_high,very_high_salinity,very_dry,fair
red,6.45,27.4,60.3,73.3,728,77.1,13.0,slightly_acidic,very_low,medium,medium,normal,moist,fair
laterite,6.94,111.2,41.4,12.7,1826,62.3,34.9,neutral,medium,low,very_low,very_high_salinity,moist,poor
alluvial,5.73,153.9,109.8,133.6,1437,16.6,17.2,slightly_acidic,high,high,high,high_salinity,very_dry,good
laterite,7.17,181.5,56.0,198.6,2238,25.7,20.9,neutral,very_high,medium,very_high,very_high_salinity,dry,fair
laterite,6.88,239.3,17.8,144.0,2272,15.4,24.9,neutral,very_high,very_low,high,very_high_salinity,very_dry,fair
alluvial,4.76,95.3,118.4,78.7,847,37.1,19.1,strongly_acidic,medium,very_high,medium,high_salinity,dry,fair
laterite,8.54,71.8,34.5,96.8,1446,33.8,11.9,strongly_alkaline,low,low,medium,high_salinity,dry,poor
alluvial,6.82,257.3,21.4,146.9,1485,25.1,39.2,neutral,very_high,very_low,high,high_salinity,dry,fair
red,8.77,63.6,65.7,76.0,808,39.3,19.9,strongly_alkaline,low,medium,medium,high_salinity,dry,fair
laterite,5.52,218.2,80.5,23.1,1230,6.6,40.3,slightly_acidic,very_high,high,very_low,high_salinity,very_dry,fair
black_cotton,4.96,182.5,10.8,167.3,287,79.7,23.5,strongly_acidic,very_high,very_low,very_high,low,moist,poor
red,7.44,219.2,13.1,24.4,801,47.8,23.0,neutral,very_high,very_low,very_low,high_salinity,optimal,poor
red,6.36,160.3,92.9,206.1,533,71.3,33.6,slightly_acidic,high,high,very_high,normal,moist,good
laterite,5.77,70.7,38.5,181.2,1449,52.2,15.5,slightly_acidic,low,low,very_high,high_salinity,optimal,poor
sandy,6.68,264.0,83.6,181.5,695,24.1,16.7,neutral,very_high,high,very_high,normal,dry,good
sandy,4.78,228.9,32.3,102.9,373,63.0,28.2,strongly_acidic,very_high,low,medium,low,moist,poor
sandy,4.87,56.0,71.5,8.6,462,42.2,12.7,strongly_acidic,low,medium,very_low,normal,optimal,poor
alluvial,6.35,230.4,49.3,75.3,955,58.5,29.5,slightly_acidic,very_high,low,medium,high_salinity,optimal,fair
red,4.58,68.5,65.1,131.7,1744,23.7,23.6,strongly_acidic,low,medium,high,very_high_salinity,dry,poor
red,8.92,121.0,53.4,122.3,1102,58.3,31.3,strongly_alkaline,high,low,high,high_salinity,optimal,fair
alluvial,6.73,129.2,93.0,160.1,1750,25.1,34.2,neutral,high,high,very_high,very_high_salinity,dry,good
alluvial,7.76,228.5,7.5,17.0,1798,88.4,14.9,slightly_alkaline,very_high,very_low,very_low,very_high_salinity,waterlogged,poor
alluvial,8.56,76.6,63.3,198.2,1321,23.3,11.4,strongly_alkaline,low,medium,very_high,high_salinity,dry,poor
sandy,6.13,19.4,110.1,159.4,1096,54.2,14.8,slightly_acidic,very_low,very_high,high,high_salinity,optimal,fair
black_cotton,7.48,129.8,112.4,71.4,1374,17.4,34.0,neutral,high,very_high,medium,high_salinity,very_dry,good
alluvial,6.13,57.1,17.6,60.9,1175,66.2,25.3,slightly_acidic,low,very_low,low,high_salinity,moist,poor
sandy,8.02,148.7,5.9,6.0,1243,86.8,28.2,slightly_alkaline,high,very_low,very_low,high_salinity,waterlogged,poor
black_cotton,6.64,127.9,47.3,46.6,801,55.3,20.3,neutral,high,low,low,high_salinity,optimal,fair
sandy,6.14,18.7,7.1,127.8,2372,47.6,33.4,slightly_acidic,very_low,very_low,high,very_high_salinity,optimal,poor
black_cotton,5.92,264.7,99.9,99.2,463,84.9,23.1,slightly_acidic,very_high,high,medium,normal,waterlogged,good
sandy,6.33,279.6,74.3,22.1,482,41.5,15.3,slightly_acidic,very_high,medium,very_low,normal,optimal,fair
black_cotton,5.17,48.4,131.4,55.7,572,51.6,24.0,strongly_acidic,low,very_high,low,normal,optimal,poor
sandy,4.81,143.0,61.1,213.0,1588,33.1,16.1,strongly_acidic,high,medium,very_high,very_high_salinity,dry,fair
black_cotton,5.47,31.0,105.0,159.9,2238,72.4,35.1,strongly_acidic,very_low,high,high,very_high_salinity,moist,poor
red,6.44,140.2,94.6,77.8,221,54.7,30.4,slightly_acidic,high,high,medium,low,optimal,good
black_cotton,5.91,56.0,121.6,137.7,1383,7.3,11.7,slightly_acidic,low,very_high,high,high_salinity,very_dry,fair
sandy,7.13,49.8,32.3,123.7,214,56.2,39.2,neutral,low,low,high,low,optimal,fair
laterite,6.06,113.2,31.6,37.6,1364,27.4,17.9,slightly_acidic,medium,low,very_low,high_salinity,dry,poor
alluvial,8.86,14.3,5.4,159.3,2424,31.0,31.9,strongly_alkaline,very_low,very_low,high,very_high_salinity,dry,poor
alluvial,7.2,65.5,13.1,171.8,1439,91.0,18.8,neutral,low,very_low,very_high,high_salinity,waterlogged,poor
black_cotton,7.75,292.1,79.9,206.8,928,52.9,41.5,slightly_alkaline,very_high,medium,very_high,high_salinity,optimal,fair
sandy,8.43,267.2,59.8,96.0,642,89.1,28.3,slightly_alkaline,very_high,medium,medium,normal,waterlogged,good
sandy,5.51,51.2,113.3,92.2,319,12.1,14.8,slightly_acidic,low,very_high,medium,low,very_dry,fair
sandy,4.97,11.9,17.5,74.0,2467,80.9,29.2,strongly_acidic,very_low,very_low,medium,very_high_salinity,waterlogged,very_poor
laterite,8.62,92.7,113.5,156.4,802,66.3,37.3,strongly_alkaline,medium,very_high,high,high_salinity,moist,fair
black_cotton,6.81,194.7,76.5,64.6,963,94.4,19.3,neutral,very_high,medium,low,high_salinity,waterlogged,fair
laterite,7.41,165.9,115.8,47.4,700,86.7,14.0,neutral,high,very_high,low,normal,waterlogged,good
black_cotton,5.1,264.6,84.6,190.2,1193,27.2,13.0,strongly_acidic,very_high,high,very_high,high_salinity,dry,fair
black_cotton,5.65,243.5,72.4,217.6,2210,72.4,19.8,slightly_acidic,very_high,medium,very_high,very_high_salinity,moist,fair
alluvial,7.57,97.8,104.1,22.1,2023,52.8,40.6,slightly_alkaline,medium,high,very_low,very_high_salinity,optimal,fair
sandy,7.52,192.9,75.2,182.6,318,80.3,22.8,slightly_alkaline,very_high,medium,very_high,low,waterlogged,fair
laterite,6.91,183.0,13.7,62.4,2300,83.0,39.4,neutral,very_high,very_low,low,very_high_salinity,waterlogged,poor
black_cotton,5.74,173.8,112.0,103.9,1809,49.0,20.1,slightly_acidic,high,very_high,medium,very_high_salinity,optimal,fair
alluvial,5.93,226.6,94.7,151.3,556,12.9,26.5,slightly_acidic,very_high,high,high,normal,very_dry,good
red,6.28,168.8,6.3,92.2,1966,37.4,16.4,slightly_acidic,high,very_low,medium,very_high_salinity,dry,fair
black_cotton,6.31,249.3,116.8,123.4,683,69.0,24.5,slightly_acidic,very_high,very_high,high,normal,moist,good
red,4.73,74.5,46.3,159.9,2288,15.0,36.7,strongly_acidic,low,low,high,very_high_salinity,very_dry,poor
alluvial,5.17,43.9,116.8,192.5,1948,78.0,20.1,strongly_acidic,low,very_high,very_high,very_high_salinity,moist,poor
laterite,6.95,139.6,15.9,182.2,687,60.1,17.5,neutral,high,very_low,very_high,normal,moist,good
alluvial,6.9,122.5,39.3,133.8,1080,54.9,36.7,neutral,high,low,high,high_salinity,optimal,good
alluvial,8.46,63.8,16.2,131.1,996,46.7,40.1,slightly_alkaline,low,very_low,high,high_salinity,optimal,fair
black_cotton,8.79,282.4,82.0,149.1,2058,31.7,17.1,strongly_alkaline,very_high,high,high,very_high_salinity,dry,fair
black_cotton,7.07,287.8,39.2,59.9,991,6.9,39.7,neutral,very_high,low,low,high_salinity,very_dry,fair
black_cotton,6.35,213.9,124.6,107.0,964,40.9,34.8,slightly_acidic,very_high,very_high,medium,high_salinity,optimal,fair
red,6.76,46.6,138.0,31.3,2377,32.8,36.5,neutral,low,very_high,very_low,very_high_salinity,dry,poor
