crop,growth_stage,soil_type,nitrogen_n,phosphorus_p,potassium_k,n_status,p_status,k_status,moisture,soil_temperature,land_area_acres,fertilizer_name,dose_kg_per_acre,total_dose_kg,application_timing,notes
rice,grain_fill,sandy,171.2,21.0,27.3,high,low,low,42.5,19.4,3.5,MOP,15.0,52.5,Foliar spray or side dress during grain/fruit development,Grain filling stage
sugarcane,vegetative,black_cotton,83.1,113.2,89.4,medium,high,medium,37.7,24.1,1.9,Urea + MOP,50.0,95.0,Top dress at 20-30 DAS; broadcast and irrigate,Grand growth period
turmeric,grain_fill,laterite,138.6,51.9,99.2,high,medium,medium,24.2,15.2,2.1,MOP,20.0,42.0,Foliar spray or side dress during grain/fruit development,Curcumin synthesis
sesame,vegetative,sandy,59.0,90.4,170.5,medium,high,high,41.6,13.3,9.2,Urea,12.0,110.4,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
moong_kharif,germination,laterite,251.7,114.0,188.6,high,high,high,33.1,29.8,3.5,Rhizobium Biofert,5.0,17.5,Apply at sowing time or within first 7 DAS,Seed treatment
safflower,pre_sowing,sandy,88.8,25.5,76.2,medium,low,medium,66.8,31.7,7.0,DAP + MOP,30.0,210.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
banana,pre_sowing,red,119.4,78.2,120.2,high,medium,high,44.8,12.3,3.2,DAP + MOP,30.0,96.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Heavy K feeder; high basal
watermelon,pre_sowing,black_cotton,28.4,62.3,110.2,low,medium,high,49.0,15.1,1.7,DAP + MOP,15.0,25.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
jowar_kharif,flowering,red,21.8,62.3,118.0,low,medium,high,30.4,30.1,5.6,Urea,19.5,109.2,Apply at flower bud initiation; avoid leaf contact,Second top dress
urad,germination,laterite,230.1,109.6,153.2,high,high,high,71.7,20.1,7.6,Rhizobium Biofert,5.0,38.0,Apply at sowing time or within first 7 DAS,Seed inoculation
chilli,flowering,sandy,12.6,104.9,91.5,low,high,medium,45.5,15.1,1.9,19:19:19 NPK,19.5,37.0,Apply at flower bud initiation; avoid leaf contact,Fruit set
groundnut,germination,red,136.1,76.2,111.8,high,medium,high,38.1,26.2,4.1,Rhizobium Biofert,5.0,20.5,Apply at sowing time or within first 7 DAS,Seed inoculation
safflower,pre_sowing,alluvial,209.5,66.8,115.6,high,medium,high,57.2,28.4,7.6,DAP + MOP,12.5,95.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
cucumber,vegetative,red,72.2,33.3,35.6,medium,low,low,63.7,25.8,6.2,Urea,15.0,93.0,Top dress at 20-30 DAS; broadcast and irrigate,Growth boost
mustard,flowering,red,93.6,90.8,198.2,high,high,high,71.3,21.7,9.1,Urea,6.0,54.6,Apply at flower bud initiation; avoid leaf contact,Booster
grapes,flowering,alluvial,219.4,102.9,48.6,high,high,low,20.1,36.1,6.1,13:00:45 NPK,11.2,68.3,Apply at flower bud initiation; avoid leaf contact,Berry set
safflower,flowering,black_cotton,133.5,68.3,197.0,high,medium,high,37.1,34.4,1.7,Urea,6.0,10.2,Apply at flower bud initiation; avoid leaf contact,Capitulum stage
cotton,vegetative,laterite,33.3,98.7,78.0,low,high,medium,62.4,26.4,1.7,Urea + MOP,45.5,77.3,Top dress at 20-30 DAS; broadcast and irrigate,Square formation
onion,pre_sowing,red,209.6,31.8,104.2,high,low,high,61.4,23.2,2.1,DAP + MOP,21.0,44.1,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N
safflower,pre_sowing,sandy,201.0,52.0,167.9,high,medium,high,62.5,18.1,6.0,DAP + MOP,12.5,75.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
cotton,pre_sowing,red,29.6,115.7,177.1,low,high,high,31.5,14.5,2.0,DAP + MOP,12.0,24.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal: 25N 25P 25K
mustard,flowering,alluvial,68.9,94.0,85.9,medium,high,medium,30.4,31.7,5.2,Urea,10.0,52.0,Apply at flower bud initiation; avoid leaf contact,Booster
sunflower_rabi,vegetative,laterite,270.7,94.2,199.9,high,high,high,68.6,17.2,3.1,Urea,10.8,33.5,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
watermelon,flowering,sandy,223.5,53.8,154.5,high,medium,high,66.3,34.4,6.2,19:19:19 NPK,3.6,22.3,Apply at flower bud initiation; avoid leaf contact,Fruit set
cotton,flowering,alluvial,115.6,29.5,64.4,high,low,medium,27.7,25.5,7.0,Urea,15.0,105.0,Apply at flower bud initiation; avoid leaf contact,Boll development
jowar_kharif,flowering,alluvial,131.1,45.7,94.1,high,medium,medium,65.3,17.4,2.3,Urea,9.0,20.7,Apply at flower bud initiation; avoid leaf contact,Second top dress
moong_kharif,germination,sandy,35.6,85.1,141.4,low,high,high,34.3,31.1,9.8,Rhizobium Biofert,5.0,49.0,Apply at sowing time or within first 7 DAS,Seed treatment
chickpea,flowering,red,91.2,33.9,97.0,high,low,medium,29.2,24.8,8.8,MOP,8.0,70.4,Apply at flower bud initiation; avoid leaf contact,Foliar K for pod fill
grapes,grain_fill,laterite,185.0,103.5,82.5,high,high,medium,36.7,35.4,5.3,MOP,20.0,106.0,Foliar spray or side dress during grain/fruit development,Maturity
groundnut,germination,laterite,241.6,73.7,81.7,high,medium,medium,66.9,36.2,5.2,Rhizobium Biofert,5.0,26.0,Apply at sowing time or within first 7 DAS,Seed inoculation
banana,vegetative,black_cotton,23.4,78.2,117.5,low,medium,high,47.2,33.8,8.5,Urea + MOP,32.5,276.2,Top dress at 20-30 DAS; broadcast and irrigate,Sword sucker stage
jowar_rabi,vegetative,laterite,82.5,90.0,85.0,medium,high,medium,31.9,22.0,1.6,Urea,20.0,32.0,Top dress at 20-30 DAS; broadcast and irrigate,Split N top dress
sugarcane,pre_sowing,laterite,233.9,62.2,179.7,high,medium,high,47.9,17.9,1.6,DAP + MOP,25.0,40.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Heavy feeder; high basal
jowar_kharif,pre_sowing,laterite,221.4,113.0,31.5,high,high,low,48.8,29.6,0.7,DAP,15.0,10.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal P and N
turmeric,pre_sowing,sandy,19.9,27.3,56.9,low,low,medium,46.3,33.5,9.8,DAP + MOP,48.0,470.4,"Apply 7 days before sowing, mix into topsoil 10-15cm",High K demand
rabi_maize,flowering,red,89.1,110.3,34.2,medium,high,low,30.7,19.2,8.1,Urea,18.0,145.8,Apply at flower bud initiation; avoid leaf contact,Booster
sugarcane,vegetative,laterite,53.1,52.8,196.7,medium,medium,high,43.5,37.0,2.9,Urea + MOP,25.0,72.5,Top dress at 20-30 DAS; broadcast and irrigate,Grand growth period
cucumber,flowering,alluvial,213.3,45.1,127.5,high,medium,high,25.4,13.3,4.7,MOP,6.0,28.2,Apply at flower bud initiation; avoid leaf contact,Fruit quality
linseed,pre_sowing,red,278.8,54.6,67.7,high,medium,medium,38.5,33.6,7.3,DAP + MOP,20.0,146.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
tomato,pre_sowing,red,80.1,36.6,106.7,medium,low,high,67.9,19.0,4.0,DAP + MOP,24.0,96.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N
mustard,flowering,red,120.4,88.9,111.8,high,high,high,28.1,12.2,1.6,Urea,6.0,9.6,Apply at flower bud initiation; avoid leaf contact,Booster
mustard,pre_sowing,laterite,150.9,118.7,144.5,high,high,high,38.8,20.9,5.8,DAP + MOP,7.5,43.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal; sulfur from SSP
banana,grain_fill,laterite,214.8,78.6,88.2,high,medium,medium,63.5,27.7,4.9,MOP,40.0,196.0,Foliar spray or side dress during grain/fruit development,Bunch filling
tomato,harvest,alluvial,30.3,94.4,173.9,low,high,high,50.0,12.3,9.6,13:00:45 NPK,6.5,62.4,Do not apply; withholding period required,Quality booster
jowar_rabi,vegetative,black_cotton,23.3,45.0,116.4,low,medium,high,71.6,33.7,7.9,Urea,26.0,205.4,Top dress at 20-30 DAS; broadcast and irrigate,Split N top dress
turmeric,vegetative,alluvial,30.2,99.4,67.0,low,high,medium,58.0,23.2,2.0,Urea + MOP,39.0,78.0,Top dress at 20-30 DAS; broadcast and irrigate,Rhizome development
moong_rabi,pre_sowing,sandy,185.6,106.1,198.2,high,high,high,31.5,13.2,4.4,SSP + MOP,5.4,23.8,"Apply 7 days before sowing, mix into topsoil 10-15cm",Same as kharif moong
groundnut,germination,laterite,52.6,77.7,194.6,medium,medium,high,22.8,25.7,9.8,Rhizobium Biofert,5.0,49.0,Apply at sowing time or within first 7 DAS,Seed inoculation
rabi_maize,vegetative,black_cotton,268.6,42.7,186.3,high,low,high,29.2,31.3,1.9,Urea,15.0,28.5,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
moong_kharif,pre_sowing,sandy,150.1,41.9,182.8,high,low,high,29.0,16.4,2.1,SSP + MOP,10.8,22.7,"Apply 7 days before sowing, mix into topsoil 10-15cm",Low N legume
grapes,flowering,alluvial,21.3,106.5,126.6,low,high,high,49.4,32.4,6.9,13:00:45 NPK,9.8,67.6,Apply at flower bud initiation; avoid leaf contact,Berry set
grapes,vegetative,red,42.6,48.8,83.6,medium,medium,medium,56.5,22.0,9.2,Urea,20.0,184.0,Top dress at 20-30 DAS; broadcast and irrigate,Shoot growth
wheat,germination,black_cotton,226.7,49.1,136.2,high,medium,high,26.0,34.2,4.6,Urea,12.0,55.2,Apply at sowing time or within first 7 DAS,CRI stage
sugarcane,pre_sowing,sandy,93.1,114.7,132.6,high,high,high,38.1,26.9,5.0,DAP + MOP,15.0,75.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Heavy feeder; high basal
pomegranate,grain_fill,red,91.1,81.0,160.0,high,high,high,42.1,17.7,3.4,MOP + Calcium,12.5,42.5,Foliar spray or side dress during grain/fruit development,Fruit development
jowar_kharif,flowering,red,125.4,119.3,153.5,high,high,high,23.0,26.1,8.9,Urea,9.0,80.1,Apply at flower bud initiation; avoid leaf contact,Second top dress
soybean,grain_fill,black_cotton,72.8,44.6,168.3,medium,low,high,31.1,32.4,2.4,Micronutrient Mix,5.0,12.0,Foliar spray or side dress during grain/fruit development,Zinc + Boron foliar spray
orange,pre_sowing,laterite,38.0,87.1,50.1,low,high,medium,55.2,18.4,1.3,DAP + MOP,21.0,27.3,"Apply 7 days before sowing, mix into topsoil 10-15cm",Post-harvest dose
safflower,pre_sowing,red,83.2,103.6,100.0,medium,high,high,56.8,15.4,2.8,DAP + MOP,7.5,21.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
safflower,vegetative,red,241.7,29.9,138.7,high,low,high,59.8,31.4,9.9,Urea,9.0,89.1,Top dress at 20-30 DAS; broadcast and irrigate,Rosette stage
bajra,vegetative,sandy,248.3,32.7,85.5,high,low,medium,58.0,37.1,1.2,Urea,10.8,13.0,Top dress at 20-30 DAS; broadcast and irrigate,N top dress 3 weeks after sowing
sunflower_rabi,vegetative,laterite,178.4,64.5,69.8,high,medium,medium,28.7,32.6,3.5,Urea,10.8,37.8,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
chilli,vegetative,black_cotton,21.9,73.2,137.1,low,medium,high,47.3,38.0,9.1,Urea,23.4,212.9,Top dress at 20-30 DAS; broadcast and irrigate,Plant establishment
rice,flowering,red,266.0,36.0,126.0,high,low,high,27.3,29.4,7.9,Urea + MOP,6.0,47.4,Apply at flower bud initiation; avoid leaf contact,Panicle initiation
onion,pre_sowing,alluvial,141.4,103.6,28.6,high,high,low,32.9,34.2,7.8,DAP + MOP,26.2,204.4,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N
sunflower_kharif,pre_sowing,black_cotton,98.7,70.5,52.0,high,medium,medium,61.5,35.6,3.7,DAP + MOP,30.0,111.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
sesame,pre_sowing,black_cotton,185.3,63.9,195.1,high,medium,high,48.1,24.9,7.0,DAP,18.0,126.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Light feeder
sugarcane,grain_fill,black_cotton,114.6,20.1,107.1,high,low,high,67.9,37.0,2.4,Urea,18.0,43.2,Foliar spray or side dress during grain/fruit development,Elongation stage
chilli,vegetative,red,195.6,34.2,91.8,high,low,medium,64.6,34.4,8.0,Urea,10.8,86.4,Top dress at 20-30 DAS; broadcast and irrigate,Plant establishment
moong_kharif,germination,red,277.4,93.0,72.9,high,high,medium,54.5,16.7,8.0,Rhizobium Biofert,5.0,40.0,Apply at sowing time or within first 7 DAS,Seed treatment
rice,flowering,black_cotton,107.1,33.5,67.3,high,low,medium,28.0,26.5,1.3,Urea + MOP,12.0,15.6,Apply at flower bud initiation; avoid leaf contact,Panicle initiation
chickpea,flowering,laterite,224.3,93.2,132.9,high,high,high,34.1,23.6,0.9,MOP,4.0,3.6,Apply at flower bud initiation; avoid leaf contact,Foliar K for pod fill
soybean,vegetative,alluvial,40.7,33.2,92.7,medium,low,medium,76.0,31.1,9.1,Urea,12.0,109.2,Top dress at 20-30 DAS; broadcast and irrigate,Top dress if N deficiency observed
linseed,vegetative,black_cotton,83.2,71.3,132.3,medium,medium,high,62.1,21.9,6.7,Urea,12.0,80.4,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
chilli,grain_fill,black_cotton,243.5,61.3,56.7,high,medium,medium,42.1,37.4,5.3,MOP,12.0,63.6,Foliar spray or side dress during grain/fruit development,Pungency development
grapes,vegetative,alluvial,254.4,117.3,87.0,high,high,medium,55.6,37.9,4.2,Urea,12.0,50.4,Top dress at 20-30 DAS; broadcast and irrigate,Shoot growth
urad,flowering,sandy,235.1,109.8,48.0,high,high,low,52.7,34.4,5.9,MOP,10.0,59.0,Apply at flower bud initiation; avoid leaf contact,Pod development
chickpea,flowering,alluvial,136.8,82.8,189.5,high,high,high,71.3,33.8,7.2,MOP,4.0,28.8,Apply at flower bud initiation; avoid leaf contact,Foliar K for pod fill
sunflower_kharif,vegetative,laterite,19.7,23.4,139.2,low,low,high,54.0,33.7,2.3,Urea,23.4,53.8,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
chickpea,germination,laterite,46.5,105.3,113.3,medium,high,high,77.6,29.1,0.6,Rhizobium Biofert,5.0,3.0,Apply at sowing time or within first 7 DAS,Seed inoculation
urad,germination,alluvial,216.2,69.2,90.7,high,medium,medium,62.6,35.3,1.7,Rhizobium Biofert,5.0,8.5,Apply at sowing time or within first 7 DAS,Seed inoculation
safflower,pre_sowing,alluvial,64.1,96.8,137.2,medium,high,high,22.0,32.5,1.6,DAP + MOP,7.5,12.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
chickpea,germination,laterite,153.4,43.1,90.6,high,low,medium,35.2,24.4,6.2,Rhizobium Biofert,5.0,31.0,Apply at sowing time or within first 7 DAS,Seed inoculation
chickpea,pre_sowing,sandy,257.3,53.5,135.3,high,medium,high,27.7,27.5,9.4,SSP + MOP,10.0,94.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Low N; P and K basal
sunflower_rabi,vegetative,alluvial,231.7,45.2,104.1,high,medium,high,33.4,16.0,8.9,Urea,10.8,96.1,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
rice,vegetative,sandy,49.1,67.0,174.3,medium,medium,high,29.1,28.9,2.6,Urea,22.0,57.2,Top dress at 20-30 DAS; broadcast and irrigate,25-30 DAS tillering
jowar_kharif,vegetative,red,171.4,56.2,111.9,high,medium,high,75.6,25.6,7.3,Urea,12.0,87.6,Top dress at 20-30 DAS; broadcast and irrigate,Top dress after 3-4 weeks
rice,flowering,laterite,199.3,41.1,90.6,high,low,medium,65.6,14.7,6.3,Urea + MOP,12.0,75.6,Apply at flower bud initiation; avoid leaf contact,Panicle initiation
bajra,flowering,sandy,18.6,39.8,120.0,low,low,high,74.4,34.8,6.5,Urea,13.0,84.5,Apply at flower bud initiation; avoid leaf contact,Booster dose
mustard,flowering,laterite,225.6,99.3,57.5,high,high,medium,70.1,15.0,0.7,Urea,6.0,4.2,Apply at flower bud initiation; avoid leaf contact,Booster
rice,germination,laterite,48.7,90.8,102.4,medium,high,high,71.2,21.1,4.1,Urea,18.0,73.8,Apply at sowing time or within first 7 DAS,7-10 DAS
wheat,vegetative,laterite,92.7,101.4,139.6,high,high,high,58.2,35.7,3.3,Urea,12.0,39.6,Top dress at 20-30 DAS; broadcast and irrigate,Tillering
moong_kharif,pre_sowing,alluvial,262.7,44.2,140.3,high,low,high,20.1,25.1,7.8,SSP + MOP,10.8,84.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Low N legume
sugarcane,harvest,black_cotton,77.9,25.7,177.3,medium,low,high,36.8,17.2,9.4,MOP,10.0,94.0,Do not apply; withholding period required,Juice quality
moong_rabi,germination,black_cotton,103.2,49.5,47.9,high,medium,low,27.5,30.6,9.6,Rhizobium Biofert,5.0,48.0,Apply at sowing time or within first 7 DAS,Seed treatment
moong_kharif,flowering,alluvial,133.6,97.6,48.7,high,high,low,30.6,19.0,9.8,MOP,10.0,98.0,Apply at flower bud initiation; avoid leaf contact,Pod fill
urad,germination,alluvial,263.3,84.9,159.9,high,high,high,41.9,22.8,5.1,Rhizobium Biofert,5.0,25.5,Apply at sowing time or within first 7 DAS,Seed inoculation
pomegranate,pre_sowing,red,75.7,64.6,121.0,medium,medium,high,23.4,21.8,8.4,DAP + MOP,17.5,147.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Pre-bloom
cotton,grain_fill,alluvial,110.4,89.3,188.8,high,high,high,40.5,33.8,7.1,MOP,7.5,53.2,Foliar spray or side dress during grain/fruit development,Fibre quality
tur_arhar,vegetative,laterite,225.3,53.9,154.5,high,medium,high,46.9,24.2,8.6,Urea,6.0,51.6,Top dress at 20-30 DAS; broadcast and irrigate,Light N if pale
wheat,germination,black_cotton,185.5,53.9,72.7,high,medium,medium,58.4,34.4,9.0,Urea,12.0,108.0,Apply at sowing time or within first 7 DAS,CRI stage
sunflower_kharif,vegetative,laterite,148.5,88.1,194.4,high,high,high,48.7,27.5,2.3,Urea,10.8,24.8,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
turmeric,pre_sowing,sandy,210.4,75.6,176.6,high,medium,high,24.7,34.2,2.1,DAP + MOP,20.0,42.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",High K demand
sunflower_rabi,pre_sowing,alluvial,174.9,33.8,171.2,high,low,high,48.7,16.5,8.0,DAP + MOP,18.0,144.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
moong_rabi,germination,red,203.4,112.9,114.1,high,high,high,58.6,32.1,9.4,Rhizobium Biofert,5.0,47.0,Apply at sowing time or within first 7 DAS,Seed treatment
cucumber,flowering,laterite,210.5,22.5,179.7,high,low,high,27.2,19.3,3.9,MOP,6.0,23.4,Apply at flower bud initiation; avoid leaf contact,Fruit quality
wheat,vegetative,alluvial,217.8,30.8,134.2,high,low,high,23.5,22.4,3.8,Urea,12.0,45.6,Top dress at 20-30 DAS; broadcast and irrigate,Tillering
onion,harvest,black_cotton,266.7,87.8,47.1,high,high,low,22.4,18.9,9.2,NO FERTILIZER,0.0,0.0,Do not apply; withholding period required,Stop 3 weeks before harvest
moong_rabi,flowering,laterite,118.0,81.9,43.3,high,high,low,71.4,12.8,7.8,MOP,10.0,78.0,Apply at flower bud initiation; avoid leaf contact,Pod fill
linseed,pre_sowing,red,239.4,20.5,70.0,high,low,medium,56.6,14.4,8.8,DAP + MOP,24.0,211.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
tur_arhar,germination,sandy,104.6,67.7,190.1,high,medium,high,51.9,20.0,3.1,Rhizobium Biofert,5.0,15.5,Apply at sowing time or within first 7 DAS,Seed treatment
moong_rabi,germination,alluvial,227.8,108.2,171.5,high,high,high,49.6,22.6,8.1,Rhizobium Biofert,5.0,40.5,Apply at sowing time or within first 7 DAS,Seed treatment
rice,vegetative,sandy,152.5,72.2,146.8,high,medium,high,71.2,33.4,9.9,Urea,13.2,130.7,Top dress at 20-30 DAS; broadcast and irrigate,25-30 DAS tillering
sunflower_rabi,pre_sowing,black_cotton,114.7,73.6,161.8,high,medium,high,67.6,15.4,8.5,DAP + MOP,15.0,127.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
cotton,flowering,laterite,188.1,63.2,81.4,high,medium,medium,24.0,25.2,5.9,Urea,15.0,88.5,Apply at flower bud initiation; avoid leaf contact,Boll development
linseed,pre_sowing,alluvial,187.6,118.9,37.2,high,high,low,52.4,21.4,8.4,DAP + MOP,15.0,126.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
turmeric,vegetative,laterite,40.4,80.3,155.0,medium,high,high,40.5,26.1,1.2,Urea + MOP,15.0,18.0,Top dress at 20-30 DAS; broadcast and irrigate,Rhizome development
safflower,vegetative,black_cotton,73.5,107.7,64.5,medium,high,medium,57.6,14.9,7.7,Urea,15.0,115.5,Top dress at 20-30 DAS; broadcast and irrigate,Rosette stage
sugarcane,vegetative,alluvial,221.2,61.3,101.0,high,medium,high,28.3,12.8,4.1,Urea + MOP,15.0,61.5,Top dress at 20-30 DAS; broadcast and irrigate,Grand growth period
banana,flowering,black_cotton,82.8,101.6,100.1,medium,high,high,43.2,37.2,2.1,Urea + MOP,22.5,47.2,Apply at flower bud initiation; avoid leaf contact,Bunch initiation
wheat,pre_sowing,black_cotton,40.9,61.7,108.6,medium,medium,high,49.1,12.8,3.6,DAP + MOP,17.5,63.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N
grapes,flowering,laterite,20.1,73.7,155.3,low,medium,high,76.9,29.1,2.7,13:00:45 NPK,9.8,26.5,Apply at flower bud initiation; avoid leaf contact,Berry set
rabi_maize,pre_sowing,red,201.6,33.4,124.1,high,low,high,52.9,19.0,8.6,DAP + MOP,21.0,180.6,"Apply 7 days before sowing, mix into topsoil 10-15cm",Same as kharif maize
jowar_rabi,pre_sowing,sandy,90.4,94.3,131.5,high,high,high,31.0,30.8,0.7,DAP + MOP,9.0,6.3,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P and K basal
linseed,pre_sowing,sandy,66.3,54.9,108.0,medium,medium,high,63.4,36.9,9.0,DAP + MOP,10.0,90.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
chilli,pre_sowing,alluvial,62.4,25.6,197.5,medium,low,high,22.2,31.9,3.8,DAP + MOP,21.0,79.8,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
banana,pre_sowing,black_cotton,24.9,95.0,73.5,low,high,medium,48.3,32.4,9.4,DAP + MOP,36.0,338.4,"Apply 7 days before sowing, mix into topsoil 10-15cm",Heavy K feeder; high basal
wheat,pre_sowing,sandy,239.8,100.4,135.4,high,high,high,75.0,14.3,3.5,DAP + MOP,10.5,36.8,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N
pomegranate,flowering,alluvial,126.1,97.0,72.0,high,high,medium,32.8,37.8,6.8,Urea + MOP,18.0,122.4,Apply at flower bud initiation; avoid leaf contact,Fruit set
